Date,Open,High,Low,Close,Volume,Symbol,Company,Close_pct_change,Volume_pct_change,SMA_7,EMA_30,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,RSI_14,BBL_20_2.0,BBM_20_2.0,BBU_20_2.0,BBB_20_2.0,BBP_20_2.0,ATRr_14,CDLDOJI,CDLENGULFING,CDLHAMMER
2024-03-12,172.33625244410158,173.21212162678884,170.20631026653984,172.41587829589844,59825400.0,AAPL,Apple Inc.,0.0027786314632134,-0.0052228568578055,170.63002450125558,180.397636072848,-4.782407631621311,-0.5587824264652177,-4.223625205156093,32.71155730947312,166.73342621085894,177.75068893432618,188.76795165779345,12.396309448384535,0.2578885621441901,3.3752604959601595,0,0,1
2024-04-03,167.9967479570679,169.87786510696628,167.78774337767854,168.8527069091797,47691700.0,AAPL,Apple Inc.,0.0047974702118278,-0.0332012284738341,169.7513187953404,174.44087693528502,-2.7618789174069605,0.1864211791103911,-2.948300096517352,39.74473260099546,166.29038865650492,171.07073059082032,175.85107252513572,5.588731535553419,0.268005750203905,3.15362393150377,0,1,0
2024-04-05,168.79298281447828,169.5892261323792,168.15599119757314,168.7830352783203,42055200.0,AAPL,Apple Inc.,0.0045018104228631,-0.2169133255375723,169.44419642857142,173.688729601313,-2.682221530233761,0.1841332504469766,-2.8663547806807377,40.40504714943917,166.3305392051534,171.08466567993165,175.8387921547099,5.557630142811693,0.2579334065025382,3.032695548531465,1,0,0
2024-05-08,181.9906939845089,182.2096612992299,180.59726423745911,181.88121032714844,45057100.0,AAPL,Apple Inc.,0.001864159357342,-0.417157574205299,176.72127641950334,173.02425431822564,2.3305848456327567,1.8474426974264315,0.4831421482063253,64.88433819809036,160.2535830072182,171.7410690307617,183.2285550543052,13.377680817260908,0.941355979698456,3.954247643083847,0,0,1
2024-05-09,181.7020275403552,183.7921643280348,181.25414542501755,183.7025909423828,48983000.0,AAPL,Apple Inc.,0.0100141219203362,0.0871316618246624,178.74600219726562,173.71317926171966,2.8218480485188024,1.8709647202499815,0.9508833282688208,66.90616009041045,159.6275649052746,172.21532974243163,184.80309457958867,14.618634538497272,0.9562867732499516,3.852696856964369,0,1,0
2024-06-10,196.2404356269631,196.6391048667748,191.50634675889475,192.4730987548828,97262100.0,AAPL,Apple Inc.,-0.0191478162676188,0.831543445961596,193.77587236676897,187.0133248272065,4.111308689368372,-0.1964781354043321,4.307786824772704,60.31013266338263,185.1457477382481,190.70156707763672,196.25738641702532,5.82671597777357,0.6594302810286334,3.1121726339759155,0,-1,0
2024-07-16,234.2128370326029,235.4785872610991,231.55178236868576,234.033447265625,43234300.0,AAPL,Apple Inc.,0.00179187941724,-0.3097013793422777,230.19917515345983,214.7991829132962,8.924472143002504,0.6709582983905911,8.253513844611913,73.74035289753475,201.2040443334423,219.51373138427732,237.8234184351124,16.68204256323481,0.8965036606315305,4.8980487580151255,0,0,1
2024-07-30,218.455785911712,219.59196666736065,215.3960621319004,218.0670928955078,41643800.0,AAPL,Apple Inc.,0.0025659664609516,0.1468393194498758,219.2630724225725,217.5161051495729,2.0090139286889155,-2.282091261732109,4.291105190421025,49.36499263388044,213.5165839419088,224.3629318237305,235.20927970555212,9.668573853672994,0.2097714826769303,5.047499709505566,0,0,1
2024-08-01,223.61843367222977,223.72806581879624,216.29306274041448,217.62857055664065,62501000.0,AAPL,Apple Inc.,-0.0167507004075629,0.2491131438575593,218.048583984375,217.75391250302803,1.5085094256376124,-1.844522704294248,3.35303212993186,48.522965633079146,213.27907840104095,224.2941627502441,235.3092470994473,9.821998231374993,0.1974334475211858,5.215106181517148,0,-1,0
2024-08-08,212.39614722358988,213.4824924067945,208.13048513245965,212.5954742431641,47161100.0,AAPL,Apple Inc.,0.0166331939748571,-0.2574972762939965,213.5579616001674,215.84902886476368,-1.3636093484532807,-2.039655055933115,0.676045707479834,45.23749206660754,205.1304258556341,220.1132148742676,235.09600389290105,13.61371149586988,0.2491207871326896,6.787014010377633,0,0,1
2024-08-15,224.1067698647473,224.8551228159093,222.27079905335071,224.2265014648437,46414000.0,AAPL,Apple Inc.,0.0135305625347097,0.1061328960977678,217.2177581787109,217.0401751452624,0.5500782501837023,0.4824821865421782,0.067596063641524,59.50631679962074,207.59047679317027,217.6058753967285,227.6212740002868,9.205081053348088,0.8305223451497481,5.91020404954503,0,0,1
2024-08-19,225.2243113108782,225.4937226434457,222.5501887780633,225.39393615722656,40687800.0,AAPL,Apple Inc.,-0.000707826068132,-0.0823722040044925,221.39416721888952,218.0929443217593,1.5138327682342094,0.9910595000742524,0.5227732681599572,60.67456445216048,207.25406715230287,217.81483001708983,228.3755928818768,9.697009945519657,0.8588332697729606,5.521018545933558,0,0,1
2024-09-06,223.4581991238727,224.74537478911404,219.2873857797809,220.3350830078125,48423000.0,AAPL,Apple Inc.,-0.007014906590546,0.3224763350939768,224.0925118582589,221.8563031530962,1.067972943109481,-0.7883818841060481,1.8563548272155292,46.5385482654497,216.52972988547532,223.74556045532225,230.9613910251691,6.450032398553658,0.2636808809119464,4.974492091230104,0,-1,0
