Date,Open,High,Low,Close,Volume,Symbol,Company
2024-01-23,193.8561031440579,194.58174217570732,192.6732027698961,194.01513671875,42355600.0,AAPL,Apple Inc.
2024-01-24,194.25372573180164,195.20800309667513,193.1801693842155,193.33921813964844,53631300.0,AAPL,Apple Inc.
2024-01-25,194.0549212884663,195.0986578845498,191.95751323703675,193.0111846923828,54822100.0,AAPL,Apple Inc.
2024-01-26,193.11057143190595,193.5976373302703,190.79447540505197,191.2716064453125,44594000.0,AAPL,Apple Inc.
2024-01-29,190.8640821459055,191.05295065599338,188.44859162482356,190.58575439453125,47145600.0,AAPL,Apple Inc.
2024-01-30,189.8004412947476,190.65530928087622,186.35114960855483,186.91773986816406,55859400.0,AAPL,Apple Inc.
2024-01-31,185.92372797618197,185.98338263365994,183.24979478995033,183.2994842529297,55467800.0,AAPL,Apple Inc.
2024-02-01,182.8919451500293,185.83427124755644,182.72296153753896,185.74481201171875,64885400.0,AAPL,Apple Inc.
2024-02-02,178.78657309445222,186.21199239128737,178.1802130458578,184.74082946777344,102518000.0,AAPL,Apple Inc.
2024-02-05,187.02710222804,188.120543422021,184.73089088840356,186.55990600585938,69668800.0,AAPL,Apple Inc.
2024-02-06,185.74481710103248,188.18019242781668,185.6553578627436,188.17025756835938,43490800.0,AAPL,Apple Inc.
2024-02-07,189.5022417883465,189.9097985097057,187.48435823433906,188.2795867919922,53439000.0,AAPL,Apple Inc.
2024-02-08,188.2596969213544,188.40879563608698,186.23187856237746,187.1960906982422,40962000.0,AAPL,Apple Inc.
2024-02-09,187.76340641648085,189.0971204380579,187.11646725876852,187.9624786376953,45155200.0,AAPL,Apple Inc.
2024-02-12,187.53448242231033,187.78330749959082,185.91213805857674,186.27044677734375,41781900.0,AAPL,Apple Inc.
2024-02-13,184.89694454758455,185.33487911795885,182.64755610649428,184.1703643798828,56529500.0,AAPL,Apple Inc.
2024-02-14,184.44906062504626,184.65806518525375,181.58259087415234,183.2845458984375,54630500.0,AAPL,Apple Inc.
2024-02-15,182.68738521978767,183.62296999377594,180.4977274519665,182.9959259033203,65434500.0,AAPL,Apple Inc.
2024-02-16,182.55800062284032,183.98128811611298,180.81622489348007,181.45321655273438,49701400.0,AAPL,Apple Inc.
2024-02-20,180.93564089848354,181.5726325042779,179.15405998428736,180.70672607421875,53665600.0,AAPL,Apple Inc.
2024-02-21,181.08496152111414,182.03049388623003,179.81097819372195,181.4631805419922,41529700.0,AAPL,Apple Inc.
2024-02-22,182.61769287128237,184.09074823448796,181.60249751065342,183.50350952148438,52292200.0,AAPL,Apple Inc.
2024-02-23,184.1405042298665,184.17036202409395,181.37357059288817,181.66221618652344,45119700.0,AAPL,Apple Inc.
2024-02-26,181.38353517321784,181.90108040317875,179.8009961275691,180.30860900878906,40867400.0,AAPL,Apple Inc.
2024-02-27,180.24890489042258,183.05564406470424,178.71613380047907,181.77171325683594,54318900.0,AAPL,Apple Inc.
2024-02-28,181.6522565198894,182.25939032452453,179.28345207788615,180.5673828125,48953900.0,AAPL,Apple Inc.
2024-02-29,180.41811896420185,181.7120126019674,178.68629069330834,179.9005584716797,136682600.0,AAPL,Apple Inc.
2024-03-01,178.70617492699984,179.68156498512658,176.54637506189474,178.81565856933594,73488000.0,AAPL,Apple Inc.
2024-03-04,175.3221528407019,176.0686281128373,172.9732433768994,174.277099609375,81510100.0,AAPL,Apple Inc.
2024-03-05,169.95748724050745,171.2314705105848,168.82284541599856,169.32049560546875,95132400.0,AAPL,Apple Inc.
2024-03-06,170.25608047856306,170.43524244414468,167.88726071561,168.3251953125,68587700.0,AAPL,Apple Inc.
2024-03-07,168.35503848083317,169.92761476617306,167.6981518296525,168.20574951171875,71765100.0,AAPL,Apple Inc.
2024-03-08,168.20576217934803,172.8836708711805,168.14604658720506,169.92762756347656,76114600.0,AAPL,Apple Inc.
2024-03-11,172.12723509594798,173.56046994775534,171.24141844268888,171.93812561035156,60139500.0,AAPL,Apple Inc.
2024-03-12,172.33625244410158,173.21212162678884,170.20631026653984,172.41587829589844,59825400.0,AAPL,Apple Inc.
2024-03-13,171.9580519129805,172.37607625258147,169.95748841772314,170.3257598876953,52488700.0,AAPL,Apple Inc.
2024-03-14,172.0973773021251,173.49079163745046,171.24141844268888,172.18695068359375,72913500.0,AAPL,Apple Inc.
2024-03-15,170.3655638276482,171.80874633789062,169.48969463541124,171.80874633789062,121664700.0,AAPL,Apple Inc.
2024-03-18,174.7448914522954,176.87483361469177,172.70452267737835,172.90357971191406,75604200.0,AAPL,Apple Inc.
2024-03-19,173.52067421691896,175.78001045706262,172.21683307682196,175.25250244140625,55215200.0,AAPL,Apple Inc.
2024-03-20,174.89417408943874,177.83030700683594,174.2671300256647,177.83030700683594,53423100.0,AAPL,Apple Inc.
2024-03-21,176.2179350177799,176.65586961417029,170.03711298613993,170.5646209716797,106181300.0,AAPL,Apple Inc.
2024-03-22,170.95277649830084,172.23672240837217,169.26076900158964,171.4703369140625,71106600.0,AAPL,Apple Inc.
2024-03-25,169.76840571092222,171.1319624728949,168.65365887534398,170.04708862304688,54288300.0,AAPL,Apple Inc.
2024-03-26,169.20104494513856,170.61436949811346,168.78302065654685,168.91241455078125,57388400.0,AAPL,Apple Inc.
2024-03-27,169.609133760084,172.78414425918754,169.31054062211945,172.49549865722656,60273300.0,AAPL,Apple Inc.
2024-03-28,170.94283813483634,171.4205780589011,169.70866021166748,170.67410278320312,65672700.0,AAPL,Apple Inc.
2024-04-01,170.38546326457012,170.4451788535061,168.68349304450714,169.2309112548828,46240500.0,AAPL,Apple Inc.
2024-04-02,168.28538634231538,168.54415896803064,167.43937496323824,168.0465087890625,49329500.0,AAPL,Apple Inc.
2024-04-03,167.9967479570679,169.87786510696628,167.78774337767854,168.8527069091797,47691700.0,AAPL,Apple Inc.
2024-04-04,169.48968886138192,171.11203328162168,168.026611328125,168.026611328125,53704400.0,AAPL,Apple Inc.
2024-04-05,168.79298281447828,169.5892261323792,168.15599119757314,168.7830352783203,42055200.0,AAPL,Apple Inc.
2024-04-08,168.23563178927415,168.40483104125352,167.4493511257135,167.65835571289062,37425500.0,AAPL,Apple Inc.
2024-04-09,167.90716183961618,169.2806811483862,167.55881583801002,168.8726043701172,42451200.0,AAPL,Apple Inc.
2024-04-10,168.0066961691415,168.29532657810816,166.3246362072623,166.99148559570312,49709300.0,AAPL,Apple Inc.
2024-04-11,167.5488670137579,174.63541624491384,167.36972023014152,174.21737670898438,91070300.0,AAPL,Apple Inc.
2024-04-12,173.44102962389059,177.52176704196785,173.39127675717174,175.72027587890625,101593300.0,AAPL,Apple Inc.
2024-04-15,174.53586805138283,175.7999037342719,171.68930847441092,171.87841796875,73531800.0,AAPL,Apple Inc.
2024-04-16,170.94284143183614,172.94338974194338,167.47920033817573,168.583984375,73711200.0,AAPL,Apple Inc.
2024-04-17,168.81289870293196,169.84800441976404,167.21046447753906,167.21046447753906,50901200.0,AAPL,Apple Inc.
2024-04-18,167.24031189258443,167.8474456964944,165.7672716683895,166.2549591064453,43122900.0,AAPL,Apple Inc.
2024-04-19,165.42888374733738,165.6179780634261,163.3088890664717,164.2245635986328,67772100.0,AAPL,Apple Inc.
2024-04-22,164.74210446317437,166.4739172082034,163.99562926284756,165.0605926513672,48116400.0,AAPL,Apple Inc.
2024-04-23,164.57291251221173,166.26492000363532,164.14492548116624,166.11561584472656,49537800.0,AAPL,Apple Inc.
2024-04-24,165.75730653407012,168.50434510258808,165.42887079721268,168.2256622314453,48251800.0,AAPL,Apple Inc.
2024-04-25,168.73325927633826,169.80818542681567,167.35973999732644,169.09156799316406,50558300.0,AAPL,Apple Inc.
2024-04-26,169.0816400792769,170.53477018659368,168.38491763615002,168.50436401367188,44838400.0,AAPL,Apple Inc.
2024-04-29,172.55520693212748,175.20270935632288,172.28648678772151,172.68460083007812,68169400.0,AAPL,Apple Inc.
2024-04-30,172.51541154910535,174.1676137755898,169.20105955998108,169.52951049804688,65934800.0,AAPL,Apple Inc.
2024-05-01,168.78304691609097,171.8983420881576,168.3152545040848,168.50436401367188,50383100.0,AAPL,Apple Inc.
2024-05-02,171.69926693100732,172.6049939419865,170.08688513916925,172.21682739257812,94214900.0,AAPL,Apple Inc.
2024-05-03,185.77280978325868,186.12117099096088,181.80157098826203,182.5181884765625,163224100.0,AAPL,Apple Inc.
2024-05-06,181.49304025440043,183.33433694545525,179.5721025190793,180.85604858398438,78569700.0,AAPL,Apple Inc.
2024-05-07,182.58785409480518,184.0310366275269,180.46787458450643,181.54278564453125,77305800.0,AAPL,Apple Inc.
2024-05-08,181.99069398450894,182.2096612992299,180.59726423745911,181.88121032714844,45057100.0,AAPL,Apple Inc.
2024-05-09,181.70202754035518,183.79216432803474,181.25414542501753,183.7025909423828,48983000.0,AAPL,Apple Inc.
2024-05-10,184.28062242398164,184.46998840191682,181.51991222172592,182.43682861328125,50759500.0,AAPL,Apple Inc.
2024-05-13,184.81883849593646,186.47328168344126,184.00157793065927,185.65602111816406,72044800.0,AAPL,Apple Inc.
2024-05-14,186.8819036535792,187.66926595480425,185.6659889969534,186.8021697998047,52393600.0,AAPL,Apple Inc.
2024-05-15,187.28056849688068,190.0113806876588,186.74236879853999,189.08450317382812,70400000.0,AAPL,Apple Inc.
2024-05-16,189.83199615864385,190.45989075478766,189.02471179656044,189.2041015625,52845200.0,AAPL,Apple Inc.
2024-05-17,188.87521403256983,190.17086260921994,188.5463175718117,189.2340087890625,41282900.0,AAPL,Apple Inc.
2024-05-20,188.69582178398366,191.27714266640717,188.37688635675946,190.40008544921875,44361300.0,AAPL,Apple Inc.
2024-05-21,190.44991454290118,192.08442053272114,190.28048580582154,191.70570373535156,42309400.0,AAPL,Apple Inc.
2024-05-22,191.6259804985601,192.17414127105863,189.63267965869522,190.26055908203125,34648500.0,AAPL,Apple Inc.
2024-05-23,190.34027016979292,190.36020743395642,186.0048504863481,186.25401306152344,51005900.0,AAPL,Apple Inc.
2024-05-24,188.1875250894915,189.94162421863646,187.41012383078694,189.3436279296875,36294600.0,AAPL,Apple Inc.
2024-05-28,190.868504773859,192.35351928350596,188.4665889665476,189.35360717773438,52280100.0,AAPL,Apple Inc.
2024-05-29,188.97487295416659,191.6060292626522,188.8752018363686,189.652587890625,53068000.0,AAPL,Apple Inc.
2024-05-30,190.12102272627732,191.53626445370173,189.99146851693155,190.6492462158203,49947900.0,AAPL,Apple Inc.
2024-05-31,190.79874896001851,191.92496874276912,189.27387511297837,191.6060333251953,75158300.0,AAPL,Apple Inc.
2024-06-03,192.25383098769495,194.33684160969634,191.8751142263389,193.3800506591797,50080500.0,AAPL,Apple Inc.
2024-06-04,193.98801176077237,194.66574186569684,192.38340418619828,193.69898986816406,47471400.0,AAPL,Apple Inc.
2024-06-05,194.74547082752238,196.24044634116564,194.2172473626493,195.21389770507812,54156800.0,AAPL,Apple Inc.
2024-06-06,195.03450583879902,195.84179017422778,193.5195930765027,193.82855224609375,41181800.0,AAPL,Apple Inc.
2024-06-07,193.99798178181695,196.28031956711487,193.48969558531903,196.23048400878906,53103900.0,AAPL,Apple Inc.
2024-06-10,196.2404356269631,196.63910486677477,191.50634675889475,192.4730987548828,97262100.0,AAPL,Apple Inc.
2024-06-11,193.00133588013964,206.46609195915696,192.9814138224934,206.45611572265625,172373300.0,AAPL,Apple Inc.
