Date,Open,High,Low,Close,Volume,Symbol,Company,Close_pct_change,Volume_pct_change,SMA_7,EMA_30,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,RSI_14,BBL_20_2.0,BBM_20_2.0,BBU_20_2.0,BBB_20_2.0,BBP_20_2.0,ATRr_14
2024-03-11,16.27378841857596,16.481700930789273,16.27378841857596,16.377744674682617,29541600.0,T,AT&T Inc.,0.0075581041282206,-0.0411279930668934,,,,,,,,,,,,
2024-03-12,16.349392254218134,16.387195184121357,16.226536337118482,16.2548885345459,38700600.0,T,AT&T Inc.,-0.0075014077076579,0.310037371029328,,,,,,,,,,,,
2024-03-13,16.32104167849615,16.472249791347828,16.188733227843766,16.245437622070312,32339800.0,T,AT&T Inc.,-0.0005814197037095,-0.1643592089011539,,,,,,,,,,,,
2024-03-14,16.2076354814535,16.226536947115665,15.905219241030762,16.075328826904297,37237700.0,T,AT&T Inc.,-0.0104711734533339,0.1514511530683553,,,,,,,,,,,,
2024-03-15,15.961920554037128,16.19818344821787,15.961920554037128,16.113128662109375,93099200.0,T,AT&T Inc.,0.0023514190976805,1.5001329297996384,,,,,,,,,,,,
2024-03-18,16.160382699032763,16.368293401841033,15.99972385514455,16.34939193725586,35177000.0,T,AT&T Inc.,0.0146627808975463,-0.6221557220685032,,,,,,,,,,,,
2024-03-19,16.34939363192003,16.368295098464397,16.21708697119559,16.226537704467773,26144600.0,T,AT&T Inc.,-0.0075142998136912,-0.2567700486113085,16.234636851719447,,,,,,,,,,,
2024-03-20,16.179286449457514,16.358844980756388,16.1414835149463,16.264339447021484,28961700.0,T,AT&T Inc.,0.0023296246705359,0.1077507401145934,16.218436104910715,,,,,,,,,,,
2024-03-21,16.245437080812202,16.3210411347191,16.122579366624226,16.217084884643555,34446700.0,T,AT&T Inc.,-0.0029054092563582,0.1893880538780528,16.213035583496094,,,,,,,,,,,
2024-03-22,16.245439798116898,16.254890531753897,16.046977996826172,16.046977996826172,26144000.0,T,AT&T Inc.,-0.0104893628557412,-0.2410303454322184,16.184684208461217,,,,,,,,,,,
2024-03-25,16.103680989501317,16.188733979705518,16.037525859831206,16.179285049438477,30944600.0,T,AT&T Inc.,0.0082449824906891,0.1836214810281518,16.19953509739467,,,,,,,,,,,
2024-03-26,16.188734950060883,16.330494148165226,16.113130885592007,16.23598861694336,33048600.0,T,AT&T Inc.,0.0035047016806748,0.0679924768780335,16.21708651951381,,,,,,,,,,,
2024-03-27,16.339943377404264,16.623458142428458,16.339943377404264,16.585655212402344,37488400.0,T,AT&T Inc.,0.0215365139572765,0.1343415454815029,16.250838415963308,,,,,,,,,,,
2024-03-28,16.585656109691193,16.72741530241542,16.55730571318076,16.632909774780273,33461500.0,T,AT&T Inc.,0.0028491224357898,-0.1074172277291108,16.308891568865096,,,,,,,,,,,
2024-04-01,16.245440821048604,16.57620930899866,16.207637884120256,16.538406372070312,31980100.0,T,AT&T Inc.,-0.0056817119788176,-0.0442717750250287,16.348043986729213,,,,,59.87663605603722,,,,,,0.2563976579452358
2024-04-02,16.519503356285366,16.727415884830386,16.519503356285366,16.55730628967285,40169500.0,T,AT&T Inc.,0.0011427895274394,0.2560779985053205,16.39664704459054,,,,,60.61405144668497,,,,,,0.25123617374865925
2024-04-03,16.623459221016407,16.736864413367044,16.52895369236219,16.64236068725586,38155900.0,T,AT&T Inc.,0.0051369707182415,-0.050127584361269,16.481701714651926,,,,,63.83527981506205,,,,,,0.24678004515027765
2024-04-04,16.651810700910477,16.89752254123487,16.595106304642123,16.604557037353516,31850300.0,T,AT&T Inc.,-0.0022715317023078,-0.165258845945188,16.542454855782644,,,,,61.43044361692663,,,,,,0.25232802430508217
2024-04-05,16.557306511807795,16.57620797875512,16.330494316069167,16.462800979614258,37757200.0,T,AT&T Inc.,-0.0085371779217213,0.1854582217435942,16.57485662187849,,,,,53.31898129872731,,,,,,0.25443575573360544
2024-04-08,16.443898578541162,16.50060117361895,16.273788990764803,16.302141189575195,27372200.0,T,AT&T Inc.,-0.0097589584079893,-0.2750468784761581,16.534354618617467,,,,,45.918595649014534,15.969991032819703,16.34561357498169,16.72123611714368,4.596004187165043,0.442132885374398,0.2518236784256717
2024-04-09,16.329036155769217,16.405878605572447,16.146534650460847,16.232982635498047,32802500.0,T,AT&T Inc.,-0.0042422988043664,0.1983874149684716,16.477222170148575,,,,,43.142699477533725,15.959940012352426,16.33837547302246,16.716810933692493,4.632473544201466,0.36075190028728954,0.2525187166488028
