Date,Open,High,Low,Close,Volume,Symbol,Company,Close_pct_change,Volume_pct_change,SMA_7,EMA_30,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,RSI_14,BBL_20_2.0,BBM_20_2.0,BBU_20_2.0,BBB_20_2.0,BBP_20_2.0,ATRr_14
2024-03-11,61.68999862670898,63.02000045776367,61.23500061035156,61.91999816894531,2816100.0,TWLO,Twilio Inc.,0.0009698926285446,-0.2383154819863681,,,,,,,,,,,,
2024-03-12,62.59000015258789,62.84999847412109,61.75,62.209999084472656,2460900.0,TWLO,Twilio Inc.,0.0046834774564445,-0.1261318845211463,,,,,,,,,,,,
2024-03-13,61.81999969482422,63.2599983215332,61.75,62.29999923706055,2392900.0,TWLO,Twilio Inc.,0.0014467152212247,-0.0276321670933398,,,,,,,,,,,,
2024-03-14,62.02999877929688,62.77000045776367,60.54499816894531,60.88999938964844,2741400.0,TWLO,Twilio Inc.,-0.022632421583937,0.1456391825818044,,,,,,,,,,,,
2024-03-15,60.459999084472656,61.02999877929688,59.619998931884766,59.65999984741211,4009600.0,TWLO,Twilio Inc.,-0.0202003539918811,0.4626103450791565,,,,,,,,,,,,
2024-03-18,59.7400016784668,61.18000030517578,59.59000015258789,60.709999084472656,2784100.0,TWLO,Twilio Inc.,0.0175997190705003,-0.3056414604948124,,,,,,,,,,,,
2024-03-19,59.86000061035156,61.88999938964844,59.75,61.59000015258789,2852100.0,TWLO,Twilio Inc.,0.0144951586457906,0.0244244100427426,61.32571356637137,,,,,,,,,,,
2024-03-20,61.34999847412109,62.255001068115234,61.09999847412109,61.90999984741211,2188100.0,TWLO,Twilio Inc.,0.0051956436764317,-0.232810911258371,61.324285234723774,,,,,,,,,,,
2024-03-21,62.13999938964844,62.68000030517578,61.51499938964844,61.540000915527344,2781500.0,TWLO,Twilio Inc.,-0.0059764001420883,0.2711941867373519,61.228571210588726,,,,,,,,,,,
2024-03-22,61.380001068115234,61.84000015258789,61.02000045776367,61.56999969482422,2066400.0,TWLO,Twilio Inc.,0.0004874679696227,-0.2570914973934927,61.124285561697825,,,,,,,,,,,
2024-03-25,61.34999847412109,62.83000183105469,61.34999847412109,62.27000045776367,2125800.0,TWLO,Twilio Inc.,0.0113691857464519,0.028745644599303,61.32142857142857,,,,,,,,,,,
2024-03-26,62.59999847412109,62.65999984741211,60.68000030517578,60.709999084472656,2471900.0,TWLO,Twilio Inc.,-0.0250522139364545,0.1628092953241133,61.471428462437224,,,,,,,,,,,
2024-03-27,61.34999847412109,61.604000091552734,60.77999877929688,61.0099983215332,2068900.0,TWLO,Twilio Inc.,0.0049415127917087,-0.1630324851328937,61.51428549630301,,,,,,,,,,,
2024-03-28,61.0,61.470001220703125,60.810001373291016,61.150001525878906,5440700.0,TWLO,Twilio Inc.,0.002294758370716,1.6297549422398374,61.4514285496303,,,,,,,,,,,
2024-04-01,61.34999847412109,63.400001525878906,61.22999954223633,62.45000076293945,3858600.0,TWLO,Twilio Inc.,0.0212591856847359,-0.2907897880787399,61.528571537562776,,,,,57.12946781190157,,,,,,1.4399010521906668
2024-04-02,61.130001068115234,61.59999847412109,60.61199951171875,60.88999938964844,2509900.0,TWLO,Twilio Inc.,-0.0249800056722623,-0.3495309179495154,61.43571417672293,,,,,45.08667753047369,,,,,,1.482280806795144
2024-04-03,60.560001373291016,61.2400016784668,60.33000183105469,60.95000076293945,2997000.0,TWLO,Twilio Inc.,0.0009854060419192,0.194071476951273,61.3471429007394,,,,,45.56200179525958,,,,,,1.423420312838029
2024-04-04,60.79999923706055,62.2599983215332,59.90999984741211,60.130001068115234,2326200.0,TWLO,Twilio Inc.,-0.0134536453578326,-0.2238238238238238,61.04142870221819,,,,,40.41355212113886,,,,,,1.515817656919554
2024-04-05,60.0,60.619998931884766,59.630001068115234,60.08000183105469,1831800.0,TWLO,Twilio Inc.,-0.0008315189784199,-0.2125354655661594,60.951429094587056,,,,,40.115889384474336,,,,,,1.4648260601736152
